ID,IS_COMMON_POSITION,EPC,VARIANCE,METHOD,BESTIMATE,FASTIMATE,DIFFERENCE
1602105,no,53.03,high,MCG,52.9,52.4,0.1
1603005,no,54.53,high,MCG,54.4,54.1,0.1
1610025,no,52.17,high,MCG,52.1,52.4,0
1610115,no,52.34,high,MCG,51.9,51.2,0.4
1610205,no,53.31,high,MCG,52.6,52.4,0.7
1611015,no,52.88,high,MCG,52.6,51.7,0.2
1611105,no,53.33,high,MCG,52.9,51.7,0.4
1612005,no,54.46,high,MCG,53.9,53.4,0.6
1620015,no,53.47,high,MCG,53.4,53.4,0.1
1620105,no,54.37,high,MCG,53.6,53.4,0.8
1621005,no,54.97,high,MCG,54.4,53.9,0.6
1630005,no,56,high,MCG,55.5,55.6,0.5
1700025,no,54.53,high,MCG,54.3,54.6,0.3
1700115,no,54.56,high,MCG,54,53.4,0.6
1700205,no,55.16,high,MCG,54.8,54.6,0.4
1701015,no,54.98,high,MCG,54.8,53.9,0.2
1701105,no,55.15,high,MCG,55,53.9,0.1
1702005,no,56.27,high,MCG,56,55.6,0.3
1710015,no,55.15,high,MCG,55,54.4,0.2
1710105,no,55.87,high,MCG,55.2,54.4,0.7
1711005,no,56.44,high,MCG,56,54.9,0.5
1720005,no,57.24,high,MCG,56.7,56.6,0.6
1800015,no,57.38,high,MCG,57,56.6,0.3
1800105,no,57.75,high,MCG,57.3,56.6,0.5
1801005,no,58.28,high,MCG,58,57.1,0.2
1810005,no,58.73,high,MCG,58.3,57.6,0.5
1900005,no,60.63,high,MCG,60.3,59.8,0.3
2000085,no,43.39,low,MCG,44.9,44.8,-1.5
2000175,yes,42.88,low,MCG,43.8,43.6,-0.9
2000265,no,42.8,low,MCG,43.3,43.6,-0.5
2000355,no,42.74,low,MCG,43.2,43.6,-0.5
2000445,no,42.84,low,MCG,43.1,43.6,-0.3
2000535,yes,43.13,low,MCG,43.7,43.6,-0.6
2000625,no,43.64,low,MCG,44.3,43.6,-0.6
2000715,no,44.68,low,MCG,45.3,43.6,-0.6
2000805,no,46.43,low,MCG,46.9,44.8,-0.4
2001075,no,43.34,low,MCG,44.6,44.1,-1.2
2001165,no,42.79,low,MCG,43.5,42.9,-0.7
2001255,yes,42.64,low,MCG,43,42.9,-0.3
2001345,no,42.67,low,MCG,42.9,42.9,-0.2
2001435,yes,42.87,low,MCG,43.1,42.9,-0.3
2001525,no,43.31,low,MCG,43.7,42.9,-0.4
2001615,no,44.28,low,MCG,44.8,42.9,-0.5
2001705,no,45.93,low,MCG,46.3,44.1,-0.4
2002065,no,43.59,low,MCG,44.5,44.6,-0.9
2002155,no,42.98,low,MCG,43.5,43.4,-0.5
2002245,yes,42.87,low,MCG,42.9,43.4,0
2002335,yes,42.97,low,MCG,42.9,43.4,0.1
2002425,yes,43.33,low,MCG,43.4,43.4,-0.1
2002515,no,44.21,low,MCG,44.5,43.4,-0.2
2002605,yes,45.77,low,MCG,46,44.6,-0.2
2003055,no,44.08,low,MCG,45,45.1,-0.9
2003145,no,43.43,low,MCG,43.9,43.9,-0.5
2003235,yes,43.35,low,MCG,43.4,43.9,0
2003325,yes,43.58,low,MCG,43.6,43.9,0
2003415,yes,44.35,low,MCG,44.6,43.9,-0.3
2003505,no,45.85,low,MCG,46.2,45.1,-0.4
2004045,no,44.81,medium,MCG,45.4,45.6,-0.6
2004135,no,44.07,medium,MCG,44.6,44.4,-0.6
2004225,yes,44.06,medium,MCG,44.4,44.4,-0.3
2004315,yes,44.68,medium,MCG,45.1,44.4,-0.5
2004405,yes,46.08,medium,MCG,46.4,45.6,-0.3
2005035,no,45.69,medium,MCG,46.5,46.1,-0.8
2005125,no,45.01,medium,MCG,45.7,44.9,-0.7
2005215,no,45.33,medium,MCG,46,44.9,-0.6
2005305,no,46.57,medium,MCG,47.2,46.1,-0.6
2006025,no,46.78,high,MCG,47.5,46.6,-0.7
2006115,no,46.44,high,MCG,47.3,45.4,-0.8
2006205,no,47.41,high,MCG,48,46.6,-0.6
2007015,no,48.3,high,MCG,49.1,47.1,-0.8
2007105,no,48.65,high,MCG,49.3,47.1,-0.7
2008005,no,50.37,high,MCG,51.1,48.8,-0.7
2010075,no,44.02,low,MCG,44.3,44.6,-0.2
2010165,no,43.18,low,MCG,43.2,43.4,0
2010255,no,42.94,low,MCG,42.6,43.4,0.3
2010345,no,42.96,low,MCG,42.6,43.4,0.4
2010435,yes,43.14,low,MCG,42.8,43.4,0.3
2010525,yes,43.52,low,MCG,43.4,43.4,0.1
2010615,no,44.43,low,MCG,44.4,43.4,0
2010705,no,46.07,low,MCG,46,44.6,0.1
2011065,no,43.8,low,MCG,43.9,43.9,-0.1
2011155,no,42.94,low,MCG,42.9,42.7,0
2011245,no,42.72,low,MCG,42.3,42.7,0.4
2011335,yes,42.81,low,MCG,42.3,42.7,0.5
2011425,yes,43.12,low,MCG,42.8,42.7,0.3
2011515,no,43.97,low,MCG,43.9,42.7,0.1
2011605,no,45.52,low,MCG,45.4,43.9,0.1
2012055,no,43.99,low,MCG,43.9,44.4,0.1
2012145,yes,43.16,low,MCG,42.8,43.2,0.3
2012235,yes,42.97,low,MCG,42.3,43.2,0.7
2012325,yes,43.17,low,MCG,42.5,43.2,0.6
2012415,no,43.9,low,MCG,43.6,43.2,0.3
2012505,no,45.31,low,MCG,45.1,44.4,0.2
2013045,yes,44.63,medium,MCG,44.3,44.9,0.3
2013135,no,43.75,medium,MCG,43.3,43.7,0.5
2013225,yes,43.62,medium,MCG,43,43.7,0.6
2013315,yes,44.21,medium,MCG,43.8,43.7,0.4
2013405,no,45.49,medium,MCG,45.3,44.9,0.1
2014035,no,45.42,medium,MCG,45.1,45.4,0.3
2014125,yes,44.62,medium,MCG,44.3,44.2,0.3
2014215,yes,44.8,medium,MCG,44.6,44.2,0.2
2014305,no,45.97,medium,MCG,45.8,45.4,0.1
2015025,no,46.46,high,MCG,46.1,45.9,0.3
2015115,no,45.97,high,MCG,45.9,44.7,0.1
2015205,no,46.81,high,MCG,46.6,45.9,0.2
2016015,no,47.92,high,MCG,47.7,46.4,0.2
2016105,no,48.07,high,MCG,47.9,46.4,0.1
2017005,no,49.9,high,MCG,49.8,48.1,0.1
2020065,yes,44.89,low,MCG,45.1,45.6,-0.3
2020155,no,43.92,low,MCG,44.1,44.4,-0.2
2020245,yes,43.63,low,MCG,43.5,44.4,0.1
2020335,yes,43.73,low,MCG,43.5,44.4,0.2
2020425,yes,44.02,low,MCG,44,44.4,0
2020515,no,44.82,low,MCG,45.1,44.4,-0.3
2020605,no,46.37,low,MCG,46.6,45.6,-0.3
2021055,no,44.58,low,MCG,44.9,44.9,-0.3
2021145,yes,43.66,low,MCG,43.8,43.7,-0.1
2021235,yes,43.41,low,MCG,43.3,43.7,0.2
2021325,yes,43.6,low,MCG,43.5,43.7,0.1
2021415,yes,44.34,low,MCG,44.5,43.7,-0.2
2021505,yes,45.79,low,MCG,46.1,44.9,-0.3
2022045,yes,44.81,medium,MCG,44.8,45.4,0
2022135,yes,43.92,medium,MCG,43.8,44.2,0.2
2022225,yes,43.74,medium,MCG,43.2,44.2,0.5
2022315,yes,44.34,medium,MCG,44.3,44.2,0.1
2022405,no,45.63,medium,MCG,45.8,45.4,-0.2
2023035,yes,45.45,medium,MCG,45.3,45.9,0.2
2023125,yes,44.66,medium,MCG,44.5,44.7,0.2
2023215,yes,44.82,medium,MCG,44.8,44.7,0.1
2023305,yes,45.98,medium,MCG,46,45.9,0
2024025,yes,46.39,high,MCG,46.3,46.4,0.1
2024115,yes,45.93,high,MCG,46,45.2,-0.1
2024205,no,46.73,high,MCG,46.8,46.4,-0.1
2025015,no,47.78,high,MCG,47.9,46.9,-0.1
2025105,no,47.96,high,MCG,48.1,46.9,-0.1
2026005,yes,49.74,high,MCG,49.9,48.6,-0.2
2030055,no,45.89,low,MCG,46.1,46.6,-0.2
2030145,no,44.95,low,MCG,45,45.4,0
2030235,yes,44.69,low,MCG,44.5,45.4,0.2
2030325,no,44.87,low,MCG,44.7,45.4,0.2
2030415,no,45.54,low,MCG,45.8,45.4,-0.2
2030505,no,46.96,low,MCG,47.3,46.6,-0.3
2031045,yes,45.62,medium,MCG,45.8,45.9,-0.1
2031135,yes,44.72,medium,MCG,44.7,44.7,0
2031225,yes,44.53,medium,MCG,44.5,44.7,0.1
2031315,yes,45.09,medium,MCG,45.2,44.7,-0.1
2031405,yes,46.39,medium,MCG,46.8,45.9,-0.4
2032035,yes,45.85,medium,MCG,45.7,46.4,0.1
2032125,yes,45.08,medium,MCG,45,45.2,0.1
2032215,yes,45.24,medium,MCG,45.2,45.2,0
2032305,yes,46.37,medium,MCG,46.5,46.4,-0.1
2033025,yes,46.59,high,MCG,46.5,46.9,0.1
2033115,no,46.17,high,MCG,46.2,45.7,0
2033205,yes,46.97,high,MCG,47,46.9,0
2034015,yes,47.86,high,MCG,48,47.4,-0.1
2034105,no,48.08,high,MCG,48.3,47.4,-0.2
2035005,no,49.76,high,MCG,50.1,49.1,-0.3
2040045,no,47.1,medium,MCG,46.9,47.6,0.2
2040135,no,46.23,medium,MCG,46.2,46.4,0
2040225,yes,46.04,medium,MCG,45.9,46.4,0.1
2040315,yes,46.55,medium,MCG,46.7,46.4,-0.1
2040405,no,47.82,medium,MCG,47.9,47.6,-0.1
2041035,yes,46.8,medium,MCG,46.9,46.9,-0.1
2041125,yes,46.06,medium,MCG,46.2,45.7,-0.1
2041215,yes,46.2,medium,MCG,46.4,45.7,-0.2
2041305,yes,47.34,medium,MCG,47.7,46.9,-0.4
2042025,no,47.13,high,MCG,47.2,47.4,-0.1
2042115,yes,46.75,high,MCG,46.9,46.2,-0.2
2042205,no,47.55,high,MCG,47.7,47.4,-0.1
2043015,yes,48.2,high,MCG,48.4,47.9,-0.2
2043105,no,48.53,high,MCG,48.7,47.9,-0.2
2044005,no,50.04,high,MCG,50.2,49.6,-0.2
2050035,no,48.42,medium,MCG,48.5,48.6,0
2050125,yes,47.76,medium,MCG,47.7,47.4,0.1
2050215,no,47.87,medium,MCG,48,47.4,-0.1
2050305,no,48.91,medium,MCG,49.2,48.6,-0.3
2051025,no,48.29,high,MCG,48.5,47.9,-0.2
2051115,no,47.96,high,MCG,48.2,46.7,-0.2
2051205,no,48.7,high,MCG,49,47.9,-0.3
2052015,no,48.93,high,MCG,49.2,48.4,-0.3
2052105,yes,49.33,high,MCG,49.5,48.4,-0.1
2053005,no,50.63,high,MCG,51,50.1,-0.3
2060025,no,50.03,high,MCG,49.9,49.6,0.1
2060115,no,49.75,high,MCG,49.7,48.4,0.1
2060205,no,50.35,high,MCG,50.4,49.6,-0.1
2061015,no,50.25,high,MCG,50.4,48.9,-0.2
2061105,no,50.6,high,MCG,50.7,48.9,-0.1
2062005,no,51.58,high,MCG,51.7,50.6,-0.1
2070015,no,52.09,high,MCG,52,50.6,0.1
2070105,no,52.31,high,MCG,52.2,50.6,0.1
2071005,no,52.92,high,MCG,53,51.1,0
2080005,no,54.69,high,MCG,54.5,52.8,0.2
2100075,no,44.32,low,MCG,45.6,45.6,-1.2
2100165,no,43.78,low,MCG,44.5,44.4,-0.7
2100255,yes,43.65,low,MCG,44,44.4,-0.3
2100345,no,43.69,low,MCG,43.9,44.4,-0.2
2100435,yes,43.89,low,MCG,44.1,44.4,-0.3
2100525,yes,44.38,low,MCG,44.7,44.4,-0.3
2100615,no,45.46,low,MCG,45.8,44.4,-0.3
2100705,no,47.13,low,MCG,47.3,45.6,-0.2
2101065,no,44.16,low,MCG,45.3,44.9,-1.1
2101155,no,43.51,low,MCG,44.2,43.7,-0.7
2101245,no,43.42,low,MCG,43.6,43.7,-0.2
2101335,yes,43.55,low,MCG,43.6,43.7,-0.1
2101425,no,43.94,low,MCG,44.1,43.7,-0.2
2101515,yes,44.93,low,MCG,45.2,43.7,-0.3
2101605,yes,46.6,low,MCG,46.8,44.9,-0.1
2102055,no,44.3,low,MCG,45.2,45.4,-0.9
2102145,no,43.71,low,MCG,44.1,44.2,-0.4
2102235,yes,43.66,low,MCG,43.6,44.2,0.1
2102325,yes,43.94,low,MCG,43.9,44.2,0.1
2102415,yes,44.82,low,MCG,44.9,44.2,-0.1
2102505,yes,46.4,low,MCG,46.5,45.4,-0.1
2103045,no,44.91,medium,MCG,45.6,45.9,-0.7
2103135,no,44.28,medium,MCG,44.6,44.7,-0.3
2103225,yes,44.34,medium,MCG,44.4,44.7,0
2103315,yes,45.09,medium,MCG,45.1,44.7,0
2103405,yes,46.56,medium,MCG,46.6,45.9,-0.1
2104035,no,45.69,medium,MCG,46.4,46.4,-0.7
2104125,no,45.16,medium,MCG,45.6,45.2,-0.5
2104215,yes,45.65,medium,MCG,45.9,45.2,-0.3
2104305,yes,46.99,medium,MCG,47.1,46.4,-0.2
2105025,no,46.77,high,MCG,47.5,46.9,-0.7
2105115,no,46.64,high,MCG,47.2,45.7,-0.6
2105205,no,47.76,high,MCG,48,46.9,-0.2
2106015,no,48.31,high,MCG,49,47.4,-0.7
2106105,no,48.91,high,MCG,49.3,47.4,-0.3
2107005,no,50.49,high,MCG,51.1,49.1,-0.6
2110065,no,44.81,low,MCG,44.9,45.4,-0.1
2110155,no,43.88,low,MCG,43.9,44.2,0
2110245,no,43.67,low,MCG,43.3,44.2,0.3
2110335,no,43.78,low,MCG,43.3,44.2,0.5
2110425,no,44.13,low,MCG,43.8,44.2,0.3
2110515,no,45.05,low,MCG,44.9,44.2,0.1
2110605,no,46.69,low,MCG,46.4,45.4,0.2
2111055,no,44.47,low,MCG,44.6,44.7,-0.2
2111145,no,43.54,low,MCG,43.6,43.5,-0.1
2111235,no,43.33,low,MCG,43,43.5,0.3
2111325,yes,43.59,low,MCG,43.3,43.5,0.3
2111415,no,44.49,low,MCG,44.3,43.5,0.1
2111505,no,46.14,low,MCG,45.9,44.7,0.2
2112045,no,44.76,medium,MCG,44.6,45.2,0.2
2112135,no,43.81,medium,MCG,43.5,44,0.3
2112225,yes,43.7,medium,MCG,43,44,0.7
2112315,yes,44.49,medium,MCG,44,44,0.4
2112405,yes,46.03,medium,MCG,45.6,45.2,0.4
2113035,yes,45.42,medium,MCG,45,45.7,0.4
2113125,no,44.63,medium,MCG,44.3,44.5,0.3
2113215,yes,44.99,medium,MCG,44.5,44.5,0.4
2113305,no,46.4,medium,MCG,45.8,45.7,0.6
2114025,yes,46.43,high,MCG,46.1,46.2,0.3
2114115,yes,46.05,high,MCG,45.8,45,0.2
2114205,yes,47.15,high,MCG,46.6,46.2,0.6
2115015,no,47.89,high,MCG,47.6,46.7,0.2
2115105,yes,48.3,high,MCG,47.9,46.7,0.4
2116005,no,49.92,high,MCG,49.7,48.4,0.2
2120055,no,45.4,low,MCG,45.9,46.4,-0.5
2120145,yes,44.54,low,MCG,44.8,45.2,-0.3
2120235,yes,44.31,low,MCG,44.3,45.2,0.1
2120325,no,44.55,low,MCG,44.5,45.2,0
2120415,yes,45.36,low,MCG,45.5,45.2,-0.2
2120505,no,46.92,low,MCG,47.1,46.4,-0.2
2121045,no,45.19,medium,MCG,45.5,45.7,-0.4
2121135,yes,44.2,medium,MCG,44.5,44.5,-0.3
2121225,yes,44.05,medium,MCG,44,44.5,0.1
2121315,yes,44.86,medium,MCG,45,44.5,-0.1
2121405,yes,46.42,medium,MCG,46.5,45.7,-0.1
2122035,yes,45.47,medium,MCG,45.5,46.2,0
2122125,yes,44.63,medium,MCG,44.5,45,0.2
2122215,yes,45,medium,MCG,44.7,45,0.3
2122305,no,46.47,medium,MCG,46.3,46.2,0.2
2123025,yes,46.33,high,MCG,46.3,46.7,0.1
2123115,yes,45.99,high,MCG,46,45.5,0
2123205,yes,47.1,high,MCG,46.8,46.7,0.4
2124015,no,47.72,high,MCG,47.8,47.2,-0.1
2124105,no,48.18,high,MCG,48,47.2,0.1
2125005,no,49.75,high,MCG,49.9,48.9,-0.1
2130045,no,46.42,medium,MCG,46.8,47.4,-0.3
2130135,no,45.64,medium,MCG,45.7,46.2,-0.1
2130225,yes,45.52,medium,MCG,45.5,46.2,0.1
2130315,no,46.2,medium,MCG,46.2,46.2,0
2130405,no,47.65,medium,MCG,47.8,47.4,-0.1
2131035,no,46.23,medium,MCG,46.5,46.7,-0.2
2131125,yes,45.49,medium,MCG,45.7,45.5,-0.2
2131215,yes,45.83,medium,MCG,46,45.5,-0.1
2131305,yes,47.24,medium,MCG,47.2,46.7,0
2132025,yes,46.7,high,MCG,46.7,47.2,0
2132115,yes,46.42,high,MCG,46.5,46,0
2132205,yes,47.54,high,MCG,47.2,47.2,0.3
2133015,yes,47.95,high,MCG,48,47.7,0
2133105,yes,48.52,high,MCG,48.2,47.7,0.3
2134005,no,49.94,high,MCG,50,49.4,-0.1
2140035,no,47.61,medium,MCG,47.9,48.4,-0.3
2140125,no,47.08,medium,MCG,47.2,47.2,-0.1
2140215,yes,47.37,medium,MCG,47.4,47.2,-0.1
2140305,no,48.61,medium,MCG,48.7,48.4,-0.1
2141025,yes,47.66,high,MCG,47.9,47.7,-0.3
2141115,yes,47.47,high,MCG,47.7,46.5,-0.2
2141205,yes,48.51,high,MCG,48.4,47.7,0.1
2142015,no,48.55,high,MCG,48.7,48.2,-0.1
2142105,yes,49.2,high,MCG,48.9,48.2,0.3
2143005,yes,50.48,high,MCG,50.4,49.9,0
2150025,no,49.23,high,MCG,49.5,49.4,-0.2
2150115,no,49.15,high,MCG,49.2,48.2,-0.1
2150205,no,49.97,high,MCG,50,49.4,0
2151015,no,49.72,high,MCG,50,48.7,-0.2
2151105,no,50.3,high,MCG,50.2,48.7,0.1
2152005,no,51.34,high,MCG,51.2,50.4,0.1
2160015,no,51.42,high,MCG,51.4,50.4,0
2160105,no,51.85,high,MCG,51.7,50.4,0.2
2161005,no,52.55,high,MCG,52.4,50.9,0.1
2170005,no,54.16,high,MCG,54,52.6,0.2
2200065,no,45.86,low,MCG,46.8,47.6,-0.9
2200155,no,45.29,low,MCG,45.7,46.4,-0.4
2200245,yes,45.18,low,MCG,45.1,46.4,0
2200335,no,45.3,low,MCG,45.1,46.4,0.2
2200425,yes,45.68,low,MCG,45.6,46.4,0
2200515,yes,46.58,low,MCG,46.7,46.4,-0.1
2200605,no,48.14,low,MCG,48.3,47.6,-0.1
2201055,no,45.57,low,MCG,46.5,46.9,-0.9
2201145,no,44.98,low,MCG,45.4,45.7,-0.4
2201235,no,44.93,low,MCG,44.9,45.7,0.1
2201325,yes,45.21,low,MCG,45.1,45.7,0.1
2201415,yes,46.04,low,MCG,46.1,45.7,-0.1
2201505,no,47.55,low,MCG,47.7,46.9,-0.2
2202045,yes,45.86,medium,MCG,46.4,47.4,-0.5
2202135,yes,45.21,medium,MCG,45.4,46.2,-0.1
2202225,yes,45.27,medium,MCG,44.8,46.2,0.5
2202315,yes,45.98,medium,MCG,45.9,46.2,0.1
2202405,yes,47.4,medium,MCG,47.4,47.4,0
2203035,no,46.52,medium,MCG,46.9,47.9,-0.3
2203125,yes,45.99,medium,MCG,46.1,46.7,-0.1
2203215,yes,46.42,medium,MCG,46.4,46.7,0.1
2203305,no,47.71,medium,MCG,47.6,47.9,0.1
2204025,yes,47.49,high,MCG,47.9,48.4,-0.4
2204115,no,47.36,high,MCG,47.6,47.2,-0.3
2204205,no,48.4,high,MCG,48.4,48.4,0
2205015,no,48.97,high,MCG,49.5,48.9,-0.5
2205105,no,49.51,high,MCG,49.7,48.9,-0.2
2206005,no,51.07,high,MCG,51.5,50.6,-0.4
2210055,no,46.1,low,MCG,46.6,47.4,-0.5
2210145,yes,45.32,low,MCG,45.6,46.2,-0.3
2210235,yes,45.16,low,MCG,45,46.2,0.1
2210325,yes,45.41,low,MCG,45.3,46.2,0.1
2210415,yes,46.23,low,MCG,46.3,46.2,-0.1
2210505,no,47.79,low,MCG,47.9,47.4,-0.1
2211045,no,45.96,medium,MCG,46.3,46.7,-0.4
2211135,yes,45.04,medium,MCG,45.3,45.5,-0.3
2211225,yes,44.97,medium,MCG,44.8,45.5,0.2
2211315,yes,45.75,medium,MCG,45.8,45.5,0
2211405,yes,47.28,medium,MCG,47.3,46.7,-0.1
2212035,yes,46.28,medium,MCG,46.3,47.2,0
2212125,yes,45.49,medium,MCG,45.3,46,0.2
2212215,yes,45.9,medium,MCG,45.5,46,0.4
2212305,yes,47.33,medium,MCG,47,47.2,0.3
2213025,yes,47.16,high,MCG,47,47.7,0.1
2213115,yes,46.83,high,MCG,46.8,46.5,0
2213205,yes,47.95,high,MCG,47.5,47.7,0.4
2214015,yes,48.54,high,MCG,48.6,48.2,-0.1
2214105,no,49,high,MCG,48.8,48.2,0.2
2215005,no,50.52,high,MCG,50.6,49.9,-0.1
2220045,no,46.88,medium,MCG,47,48.4,-0.2
2220135,no,46.06,medium,MCG,46,47.2,0.1
2220225,yes,45.99,medium,MCG,45.5,47.2,0.5
2220315,yes,46.72,medium,MCG,46.5,47.2,0.2
2220405,no,48.15,medium,MCG,48,48.4,0.1
2221035,yes,46.7,medium,MCG,46.8,47.7,0
2221125,yes,45.92,medium,MCG,45.7,46.5,0.2
2221215,yes,46.35,medium,MCG,46,46.5,0.4
2221305,yes,47.79,medium,MCG,47.5,47.7,0.3
2222025,yes,47.23,high,MCG,46.7,48.2,0.5
2222115,yes,46.95,high,MCG,46.5,47,0.5
2222205,yes,48.12,high,MCG,47.2,48.2,0.9
2223015,yes,48.53,high,MCG,48.3,48.7,0.3
2223105,yes,49.1,high,MCG,48.5,48.7,0.6
2224005,yes,50.47,high,MCG,50.3,50.4,0.2
2230035,no,47.87,medium,MCG,48,49.4,-0.1
2230125,yes,47.33,medium,MCG,47.2,48.2,0.1
2230215,yes,47.71,medium,MCG,47.5,48.2,0.3
2230305,yes,49.01,medium,MCG,48.7,49.4,0.3
2231025,yes,47.95,high,MCG,48,48.7,0
2231115,yes,47.81,high,MCG,47.7,47.5,0.1
2231205,yes,48.95,high,MCG,48.5,48.7,0.5
2232015,yes,48.95,high,MCG,48.7,49.2,0.3
2232105,yes,49.67,high,MCG,49,49.2,0.7
2233005,yes,50.89,high,MCG,50.5,50.9,0.4
2240025,no,49.35,high,MCG,49.4,50.4,-0.1
2240115,no,49.32,high,MCG,49.2,49.2,0.1
2240205,no,50.25,high,MCG,49.9,50.4,0.3
2241015,yes,49.92,high,MCG,49.9,49.7,0
2241105,yes,50.62,high,MCG,50.2,49.7,0.4
2242005,yes,51.66,high,MCG,51.2,51.4,0.5
2250015,no,51.49,high,MCG,51.5,51.4,0
2250105,no,52.02,high,MCG,51.7,51.4,0.3
2251005,yes,52.76,high,MCG,52.5,51.9,0.3
2260005,no,54.24,high,MCG,53.9,53.6,0.3
2300055,no,47.76,low,MCG,48.5,49.6,-0.7
2300145,no,47.28,low,MCG,47.4,48.4,-0.1
2300235,yes,47.19,low,MCG,46.9,48.4,0.3
2300325,yes,47.42,low,MCG,47.1,48.4,0.3
2300415,yes,48.11,low,MCG,48.1,48.4,0
2300505,no,49.47,low,MCG,49.7,49.6,-0.2
2301045,no,47.49,medium,MCG,48.1,48.9,-0.7
2301135,yes,46.98,medium,MCG,47.1,47.7,-0.1
2301225,yes,47.03,medium,MCG,46.9,47.7,0.2
2301315,no,47.62,medium,MCG,47.6,47.7,0
2301405,no,48.87,medium,MCG,49.1,48.9,-0.3
2302035,no,47.82,medium,MCG,48.1,49.4,-0.3
2302125,no,47.37,medium,MCG,47.4,48.2,0
2302215,yes,47.72,medium,MCG,47.6,48.2,0.1
2302305,yes,48.84,medium,MCG,48.9,49.4,0
2303025,yes,48.67,high,MCG,48.9,49.9,-0.2
2303115,yes,48.5,high,MCG,48.6,48.7,-0.1
2303205,yes,49.38,high,MCG,49.4,49.9,0
2304015,yes,50,high,MCG,50.4,50.4,-0.4
2304105,no,50.4,high,MCG,50.6,50.4,-0.3
2305005,no,51.96,high,MCG,52.5,52.1,-0.5
2310045,no,47.85,medium,MCG,48.3,49.4,-0.5
2310135,no,47.2,medium,MCG,47.3,48.2,-0.1
2310225,no,47.2,medium,MCG,47,48.2,0.2
2310315,yes,47.88,medium,MCG,47.8,48.2,0.1
2310405,no,49.3,medium,MCG,49.3,49.4,0
2311035,yes,47.78,medium,MCG,48,48.7,-0.3
2311125,yes,47.17,medium,MCG,47.3,47.5,-0.1
2311215,yes,47.57,medium,MCG,47.5,47.5,0
2311305,yes,48.92,medium,MCG,48.8,48.7,0.1
2312025,yes,48.36,high,MCG,48.3,49.2,0.1
2312115,yes,48.11,high,MCG,48,48,0.1
2312205,yes,49.17,high,MCG,48.8,49.2,0.4
2313015,yes,49.63,high,MCG,49.5,49.7,0.1
2313105,yes,50.11,high,MCG,49.8,49.7,0.3
2314005,yes,51.52,high,MCG,51.6,51.4,-0.1
2320035,no,48.57,medium,MCG,48.8,50.4,-0.2
2320125,yes,48.08,medium,MCG,48,49.2,0.1
2320215,yes,48.52,medium,MCG,48.3,49.2,0.3
2320305,yes,49.84,medium,MCG,49.5,50.4,0.3
2321025,yes,48.78,high,MCG,48.8,49.7,0
2321115,yes,48.64,high,MCG,48.5,48.5,0.1
2321205,yes,49.78,high,MCG,49.3,49.7,0.5
2322015,yes,49.82,high,MCG,49.5,50.2,0.3
2322105,yes,50.48,high,MCG,49.8,50.2,0.7
2323005,yes,51.7,high,MCG,51.3,51.9,0.5
2330025,no,49.86,high,MCG,50,51.4,-0.1
2330115,yes,49.92,high,MCG,49.7,50.2,0.2
2330205,yes,50.94,high,MCG,50.5,51.4,0.5
2331015,yes,50.57,high,MCG,50.5,50.7,0.1
2331105,yes,51.32,high,MCG,50.7,50.7,0.6
2332005,yes,52.34,high,MCG,51.7,52.4,0.6
2340015,no,51.9,high,MCG,51.9,52.4,0
2340105,yes,52.55,high,MCG,52.2,52.4,0.4
2341005,yes,53.31,high,MCG,52.9,52.9,0.4
2350005,no,54.64,high,MCG,54.5,54.6,0.2
2400045,no,49.82,medium,MCG,50.1,51.6,-0.3
2400135,no,49.42,medium,MCG,49.4,50.4,0
2400225,yes,49.44,medium,MCG,49.1,50.4,0.3
2400315,yes,49.92,medium,MCG,49.9,50.4,0
2400405,no,51.07,medium,MCG,51.1,51.6,-0.1
2401035,no,49.62,medium,MCG,50.1,50.9,-0.5
2401125,yes,49.29,medium,MCG,49.4,49.7,-0.1
2401215,yes,49.57,medium,MCG,49.6,49.7,-0.1
2401305,no,50.56,medium,MCG,50.9,50.9,-0.3
2402025,yes,50.13,high,MCG,50.4,51.4,-0.3
2402115,yes,50,high,MCG,50.1,50.2,-0.1
2402205,no,50.74,high,MCG,50.9,51.4,-0.2
2403015,no,51.32,high,MCG,51.6,51.9,-0.3
2403105,yes,51.62,high,MCG,51.9,51.9,-0.3
2404005,no,53.12,high,MCG,53.4,53.6,-0.3
2410035,no,49.83,medium,MCG,50.3,51.4,-0.5
2410125,no,49.47,medium,MCG,49.6,50.2,-0.1
2410215,yes,49.89,medium,MCG,49.8,50.2,0
2410305,no,51.15,medium,MCG,51.1,51.4,0.1
2411025,no,50.06,high,MCG,50.3,50.7,-0.3
2411115,no,49.95,high,MCG,50.1,49.5,-0.1
2411205,yes,50.96,high,MCG,50.8,50.7,0.1
2412015,yes,51.11,high,MCG,51.1,51.2,0
2412105,yes,51.57,high,MCG,51.3,51.2,0.2
2413005,yes,52.91,high,MCG,52.8,52.9,0.1
2420025,no,50.75,high,MCG,51,52.4,-0.3
2420115,no,50.88,high,MCG,50.8,51.2,0.1
2420205,yes,51.98,high,MCG,51.5,52.4,0.4
2421015,yes,51.56,high,MCG,51.5,51.7,0
2421105,yes,52.27,high,MCG,51.8,51.7,0.5
2422005,yes,53.32,high,MCG,52.8,53.4,0.5
2430015,yes,52.62,high,MCG,52.8,53.4,-0.1
2430105,yes,53.4,high,MCG,53,53.4,0.4
