ID,IS_COMMON_POSITION,EPC,VARIANCE,METHOD,BESTIMATE,FASTIMATE,DIFFERENCE
0003039,no,25.4,medium,SSS,25,-1,0.4
0003129,no,23.85,medium,NNM,23.7,-1,0.2
0003219,no,24.31,medium,NNM,24.3,-1,0
0003309,no,26.99,medium,None,-1,-1,28
0004029,no,26.44,high,SSS,26,-1,0.4
0004119,no,25.39,high,NNM,25,-1,0.4
0004209,no,27.35,high,SSS,27.5,-1,-0.1
0005019,no,27.69,high,SSS,28,-1,-0.3
0005109,no,28.31,high,SSS,28.5,-1,-0.2
0006009,no,29.99,high,SSS,30,-1,0
0010059,no,23.6,low,CYM,23.6,-1,0
0010149,no,23.38,low,CYM,23.2,-1,0.2
0010239,no,23.6,low,CYM,23.4,-1,0.2
0010329,no,23.74,low,SSS,22.8,-1,1
0010419,no,24.54,low,SSS,24.5,-1,0
0010509,no,27.01,low,SSS,27,-1,0
0011049,no,24.7,medium,None,-1,-1,25.7
0011139,no,23.22,rollish,NNM,23,-1,0.2
0011229,no,23.24,rollish,NNM,23.7,-1,-0.4
0011319,no,24.3,rollish,NNM,24.3,-1,0
0011409,no,26.91,medium,SSS,27,-1,-0.1
0012039,no,25.61,medium,None,-1,-1,26.6
0012129,no,23.92,medium,NNM,24.3,-1,-0.4
0012219,no,24.53,medium,NNM,25,-1,-0.5
0012309,no,27.15,medium,None,-1,-1,28.1
0013029,no,26.65,high,SSS,25,-1,1.6
0013119,no,25.49,high,NNM,25.7,-1,-0.2
0013209,no,27.47,high,SSS,27.5,-1,0
0014019,no,27.71,high,SSS,28,-1,-0.3
0014109,no,28.24,high,SSS,28.5,-1,-0.3
0015009,no,29.93,high,SSS,30,-1,-0.1
0020049,no,26.37,medium,SSS,25.5,-1,0.9
0020139,no,25.41,medium,SSS,25.5,-1,-0.1
0020229,no,25.43,medium,SSS,25.5,-1,-0.1
0020319,no,26.18,medium,SSS,25,-1,1.2
0020409,no,27.94,medium,SSS,27.5,-1,0.4
0021039,no,25.78,medium,None,-1,-1,26.8
0021129,no,24.44,medium,NNM,25,-1,-0.6
0021219,no,24.99,medium,NNM,25.7,-1,-0.7
0021309,no,27.38,medium,None,-1,-1,28.4
0022029,no,26.63,high,None,-1,-1,27.6
0022119,no,25.61,high,NNM,26.3,-1,-0.7
0022209,no,27.61,high,None,-1,-1,28.6
0023019,no,27.85,high,SSS,28,-1,-0.1
0023109,no,28.47,high,SSS,28.5,-1,0
0024009,no,29.96,high,SSS,30,-1,0
0030039,no,27.65,medium,SSS,26.5,-1,1.1
0030129,no,26.96,medium,SSS,26.5,-1,0.5
0030219,no,27.24,medium,SSS,27,-1,0.2
0030309,no,28.73,medium,SSS,27,-1,1.7
0031029,no,27.38,high,None,-1,-1,28.4
0031119,no,26.55,high,NNM,27,-1,-0.4
0031209,no,28.35,high,None,-1,-1,29.4
0032019,no,28.11,high,None,-1,-1,29.1
0032109,no,28.81,high,None,-1,-1,29.8
0033009,no,30.3,high,None,-1,-1,31.3
0040029,no,29.12,high,SSS,27.5,-1,1.6
0040119,no,28.63,high,SSS,27.5,-1,1.1
0040209,no,29.65,high,SSS,28,-1,1.6
0041019,no,28.98,high,None,-1,-1,30
0041109,no,29.72,high,None,-1,-1,30.7
0042009,no,30.89,high,SSS,31,-1,-0.1
0050019,no,30.82,high,SSS,31,-1,-0.2
0050109,no,31.17,high,SSS,32,-1,-0.8
0051009,no,31.87,high,SSS,32,-1,-0.1
0060009,no,33.51,high,SSS,33.5,-1,0
0100059,no,25,low,MM8,26.5,-1,-1.5
0100149,no,24.84,low,MM8,25.8,-1,-1
0100239,no,25.01,low,MM8,25.8,-1,-0.8
0100329,no,25.16,low,MM8,26.1,-1,-0.9
0100419,no,25.8,low,MM8,26.7,-1,-0.9
0100509,no,27.73,low,MM8,28,-1,-0.3
0101049,no,25.93,medium,MM8,26.3,-1,-0.4
0101139,no,24.93,medium,MM8,25.6,-1,-0.7
0101229,no,24.78,medium,MM8,25.6,-1,-0.8
0101319,no,25.6,medium,MM8,26.2,-1,-0.6
0101409,no,27.6,medium,MM8,27.5,-1,0.1
0102039,no,26.55,medium,MM8,26.8,-1,-0.3
0102129,no,25.49,medium,MM8,26.1,-1,-0.6
0102219,no,25.87,medium,MM8,26.4,-1,-0.5
0102309,no,27.81,medium,MM8,27.7,-1,0.1
0103029,no,27.5,high,MM8,27.6,-1,-0.1
0103119,no,26.72,high,MM8,27.2,-1,-0.5
0103209,no,28.2,high,MM8,28.2,-1,0
0104019,no,28.55,high,MM8,28.7,-1,-0.1
0104109,no,28.99,high,MM8,29,-1,0
0105009,no,30.53,high,MM8,30.5,-1,0
0110049,no,26.86,medium,MM8,26.9,-1,0
0110139,no,25.82,medium,MM8,26.2,-1,-0.4
0110229,no,25.86,medium,MM8,26.2,-1,-0.3
0110319,no,26.58,medium,MM8,26.8,-1,-0.2
0110409,no,28.27,medium,MM8,28.1,-1,0.2
0111039,no,26.37,medium,MM8,26.7,-1,-0.3
0111129,no,25.03,medium,MM8,26,-1,-1
0111219,no,25.49,medium,MM8,26.3,-1,-0.8
0111309,no,27.71,medium,MM8,27.6,-1,0.1
0112029,no,27.17,high,MM8,27.2,-1,0
0112119,no,26.15,high,MM8,26.8,-1,-0.7
0112209,no,27.96,high,MM8,27.8,-1,0.2
0113019,no,28.33,high,MM8,28.3,-1,0
0113109,no,28.8,high,MM8,28.6,-1,0.2
0114009,no,30.29,high,MM8,30.1,-1,0.2
0120039,no,27.92,medium,MM8,28,-1,-0.1
0120129,no,27.26,medium,MM8,27.3,-1,0
0120219,no,27.54,medium,MM8,27.6,-1,-0.1
0120309,no,29,medium,MM8,28.9,-1,0.1
0121029,no,27.72,high,MM8,27.8,-1,-0.1
0121119,no,26.94,high,MM8,27.4,-1,-0.5
0121209,no,28.61,high,MM8,28.4,-1,0.2
0122019,no,28.43,high,MM8,28.6,-1,-0.2
0122109,no,29.07,high,MM8,28.9,-1,0.2
0123009,no,30.49,high,MM8,30.4,-1,0.1
0130029,no,29.27,high,MM8,29.4,-1,-0.1
0130119,no,28.89,high,MM8,29,-1,-0.1
0130209,no,29.87,high,MM8,30,-1,-0.1
0131019,no,29.27,high,MM8,29.5,-1,-0.2
0131109,no,29.95,high,MM8,29.8,-1,0.1
0132009,no,31.04,high,MM8,31,-1,0
0140019,no,30.83,high,MM8,31.1,-1,-0.3
0140109,no,31.25,high,MM8,31.4,-1,-0.2
0141009,no,31.95,high,MM8,31.9,-1,0
0150009,no,33.53,high,MM8,33.5,-1,0
0200049,no,28.14,medium,MM8,28.4,-1,-0.3
0200139,no,27.67,medium,MM8,27.7,-1,0
0200229,no,27.65,medium,MM8,27.7,-1,-0.1
0200319,no,28.14,medium,MM8,28.3,-1,-0.2
0200409,no,29.47,medium,MM8,29.6,-1,-0.1
0201039,no,28.11,medium,MM8,28.2,-1,-0.1
0201129,no,27.36,medium,MM8,27.5,-1,-0.1
0201219,no,27.59,medium,MM8,27.8,-1,-0.2
0201309,no,28.99,medium,MM8,29.1,-1,-0.1
0202029,no,28.83,high,MM8,28.7,-1,0.1
0202119,no,28.18,high,MM8,28.3,-1,-0.1
0202209,no,29.28,high,MM8,29.3,-1,0
0203019,no,29.9,high,MM8,29.8,-1,0.1
0203109,no,30.04,high,MM8,30.1,-1,-0.1
0204009,no,31.63,high,MM8,31.6,-1,0
0210039,no,28.43,medium,MM8,28.8,-1,-0.4
0210129,no,27.84,medium,MM8,28.1,-1,-0.3
0210219,no,28.2,medium,MM8,28.4,-1,-0.2
0210309,no,29.62,medium,MM8,29.7,-1,-0.1
0211029,no,28.46,high,MM8,28.6,-1,-0.1
0211119,no,27.73,high,MM8,28.2,-1,-0.5
0211209,no,29.2,high,MM8,29.2,-1,0
0212019,no,29.18,high,MM8,29.4,-1,-0.2
0212109,no,29.73,high,MM8,29.7,-1,0
0213009,no,31.2,high,MM8,31.2,-1,0
0220029,no,29.5,high,MM8,29.9,-1,-0.4
0220119,no,29.22,high,MM8,29.5,-1,-0.3
0220209,no,30.36,high,MM8,30.5,-1,-0.1
0221019,no,29.71,high,MM8,30,-1,-0.3
0221109,no,30.41,high,MM8,30.3,-1,0.1
0222009,no,31.56,high,MM8,31.5,-1,0.1
0230019,no,31.16,high,MM8,31.6,-1,-0.4
0230109,no,31.71,high,MM8,31.9,-1,-0.2
0231009,no,32.39,high,MM8,32.4,-1,0
0240009,no,33.79,high,MM8,34,-1,-0.2
0300039,no,30.21,medium,MM8,30.3,-1,-0.1
0300129,no,29.88,medium,MM8,29.9,-1,0
0300219,no,30.09,medium,MM8,30.2,-1,-0.1
0300309,no,31.23,medium,MM8,31.2,-1,0
0301029,no,30.49,high,MM8,30.4,-1,0.1
0301119,no,29.95,high,MM8,30,-1,-0.1
0301209,no,30.79,high,MM8,31,-1,-0.2
0302019,no,31.23,high,MM8,31.2,-1,0
0302109,no,31.32,high,MM8,31.5,-1,-0.2
0303009,no,32.89,high,MM8,32.7,-1,0.2
0310029,no,30.46,high,MM8,31,-1,-0.5
0310119,no,30.3,high,MM8,30.6,-1,-0.3
0310209,no,31.55,high,MM8,31.6,-1,-0.1
0311019,no,30.9,high,MM8,31.1,-1,-0.2
0311109,no,31.45,high,MM8,31.4,-1,0
0312009,no,32.66,high,MM8,32.6,-1,0.1
0320019,no,31.76,high,MM8,32.4,-1,-0.6
0320109,no,32.5,high,MM8,32.7,-1,-0.2
0321009,no,33.19,high,MM8,33.2,-1,0
0330009,no,34.42,high,MM8,34.5,-1,-0.1
0400029,no,32.37,high,MM8,32.8,-1,-0.4
0400119,no,32.18,high,MM8,32.4,-1,-0.2
0400209,no,33.2,high,MM8,33.4,-1,-0.2
0401019,no,32.84,high,MM8,32.9,-1,-0.1
0401109,no,32.96,high,MM8,33.2,-1,-0.2
0402009,no,34.35,high,MM8,34.4,-1,0
0410019,no,32.96,high,MM8,33.5,-1,-0.5
0410109,no,33.75,high,MM8,33.8,-1,-0.1
0411009,no,34.34,high,MM8,34.3,-1,0
0420009,no,35.35,high,MM8,35.6,-1,-0.2
0500019,no,35.06,high,MM8,35.3,-1,-0.2
0500109,no,35.49,high,MM8,35.6,-1,-0.1
0501009,no,36.09,high,MM8,36.1,-1,0
0510009,no,36.61,high,MM8,36.7,-1,-0.1
0600009,no,38.38,high,MM8,38.5,-1,-0.1
1000059,yes,26.8,low,MM8,27.3,-1,-0.5
1000149,yes,26.71,low,MM8,26.6,-1,0.1
1000239,yes,26.85,low,MM8,26.6,-1,0.3
1000329,yes,26.98,low,MM8,26.9,-1,0.1
1000419,yes,27.46,low,MM8,27.5,-1,0
1000509,yes,28.7,low,MM8,28.8,-1,-0.1
1001049,yes,27.38,medium,MM8,27.1,-1,0.3
1001139,yes,26.72,medium,MM8,26.4,-1,0.3
1001229,yes,26.76,medium,MM8,26.4,-1,0.4
1001319,yes,27.36,medium,MM8,27,-1,0.4
1001409,yes,28.63,medium,MM8,28.3,-1,0.3
1002039,yes,27.84,medium,MM8,27.6,-1,0.2
1002129,yes,27.18,medium,MM8,26.9,-1,0.3
1002219,yes,27.53,medium,MM8,27.2,-1,0.3
1002309,yes,28.81,medium,MM8,28.5,-1,0.3
1003029,yes,28.6,high,MM8,28.4,-1,0.2
1003119,yes,28.13,high,MM8,28,-1,0.1
1003209,yes,29.21,high,MM8,29,-1,0.2
1004019,yes,29.53,high,MM8,29.5,-1,0
1004109,yes,29.97,high,MM8,29.8,-1,0.2
1005009,no,31.34,high,MM8,31.3,-1,0
1010049,yes,27.89,medium,MM8,27.7,-1,0.2
1010139,yes,27.33,medium,MM8,27,-1,0.3
1010229,yes,27.36,medium,MM8,27,-1,0.4
1010319,no,27.88,medium,MM8,27.6,-1,0.3
1010409,no,29.03,medium,MM8,28.9,-1,0.1
1011039,yes,27.75,medium,MM8,27.5,-1,0.3
1011129,yes,27,medium,MM8,26.8,-1,0.2
1011219,yes,27.31,medium,MM8,27.1,-1,0.2
1011309,yes,28.75,medium,MM8,28.4,-1,0.4
1012029,yes,28.41,high,MM8,28,-1,0.4
1012119,yes,27.85,high,MM8,27.6,-1,0.3
1012209,yes,29.01,high,MM8,28.6,-1,0.4
1013019,yes,29.39,high,MM8,29.1,-1,0.3
1013109,yes,29.82,high,MM8,29.4,-1,0.4
1014009,no,31.09,high,MM8,30.9,-1,0.2
1020039,yes,28.87,medium,MM8,28.8,-1,0.1
1020129,yes,28.51,medium,MM8,28.1,-1,0.4
1020219,yes,28.71,medium,MM8,28.4,-1,0.3
1020309,yes,29.77,medium,MM8,29.7,-1,0.1
1021029,yes,28.78,high,MM8,28.6,-1,0.2
1021119,yes,28.35,high,MM8,28.2,-1,0.1
1021209,yes,29.47,high,MM8,29.2,-1,0.3
1022019,yes,29.53,high,MM8,29.4,-1,0.1
1022109,yes,30.07,high,MM8,29.7,-1,0.4
1023009,yes,31.28,high,MM8,31.2,-1,0.1
1030029,yes,30.11,high,MM8,30.2,-1,-0.1
1030119,yes,29.93,high,MM8,29.8,-1,0.1
1030209,yes,30.68,high,MM8,30.8,-1,-0.1
1031019,yes,30.24,high,MM8,30.3,-1,-0.1
1031109,yes,30.8,high,MM8,30.6,-1,0.2
1032009,yes,31.8,high,MM8,31.8,-1,0
1040019,yes,31.73,high,MM8,31.9,-1,-0.2
1040109,yes,32.12,high,MM8,32.2,-1,-0.1
1041009,yes,32.73,high,MM8,32.7,-1,0
1050009,no,34.32,high,MM8,34.3,-1,0
1100049,no,28.48,medium,MM8,28.5,-1,0
1100139,yes,28.04,medium,MM8,27.8,-1,0.2
1100229,no,28.14,medium,MM8,27.8,-1,0.3
1100319,yes,28.6,medium,MM8,28.4,-1,0.2
1100409,no,29.83,medium,MM8,29.7,-1,0.1
1101039,yes,28.43,medium,MM8,28.3,-1,0.1
1101129,yes,27.85,medium,MM8,27.6,-1,0.3
1101219,yes,28.19,medium,MM8,27.9,-1,0.3
1101309,yes,29.54,medium,MM8,29.2,-1,0.3
1102029,yes,29.06,high,MM8,28.8,-1,0.3
1102119,yes,28.62,high,MM8,28.4,-1,0.2
1102209,yes,29.73,high,MM8,29.4,-1,0.3
1103019,yes,30.01,high,MM8,29.9,-1,0.1
1103109,yes,30.5,high,MM8,30.2,-1,0.3
1104009,no,31.79,high,MM8,31.7,-1,0.1
1110039,no,28.97,medium,MM8,28.9,-1,0.1
1110129,yes,28.46,medium,MM8,28.2,-1,0.3
1110219,yes,28.72,medium,MM8,28.5,-1,0.2
1110309,yes,30,medium,MM8,29.8,-1,0.2
1111029,yes,28.88,high,MM8,28.7,-1,0.2
1111119,yes,28.29,high,MM8,28,-1,0.3
1111209,yes,29.65,high,MM8,29.3,-1,0.3
1112019,yes,29.66,high,MM8,29.5,-1,0.2
1112109,yes,30.24,high,MM8,29.8,-1,0.4
1113009,yes,31.53,high,MM8,31.3,-1,0.2
1120029,yes,30.05,high,MM8,30,-1,0.1
1120119,yes,29.8,high,MM8,29.6,-1,0.2
1120209,yes,30.79,high,MM8,30.6,-1,0.2
1121019,yes,30.19,high,MM8,30.1,-1,0.1
1121109,yes,30.87,high,MM8,30.4,-1,0.5
1122009,yes,31.93,high,MM8,31.6,-1,0.3
1130019,yes,31.65,high,MM8,31.7,-1,-0.1
1130109,yes,32.14,high,MM8,32,-1,0.1
1131009,yes,32.8,high,MM8,32.5,-1,0.3
1140009,yes,34.19,high,MM8,34.1,-1,0.1
1200039,no,30.32,medium,MM8,30.4,-1,-0.1
1200129,yes,30.09,medium,MM8,29.7,-1,0.4
1200219,yes,30.34,medium,MM8,30,-1,0.3
1200309,yes,31.44,medium,MM8,31.3,-1,0.1
1201029,yes,30.4,high,MM8,30.2,-1,0.2
1201119,yes,30.1,high,MM8,29.8,-1,0.3
1201209,yes,31.12,high,MM8,30.8,-1,0.3
1202019,yes,31.17,high,MM8,31,-1,0.2
1202109,yes,31.56,high,MM8,31.3,-1,0.3
1203009,yes,32.93,high,MM8,32.8,-1,0.1
1210029,no,30.84,high,MM8,30.8,-1,0
1210119,yes,30.68,high,MM8,30.4,-1,0.3
1210209,yes,31.76,high,MM8,31.4,-1,0.4
1211019,yes,31.18,high,MM8,30.9,-1,0.3
1211109,yes,31.79,high,MM8,31.2,-1,0.6
1212009,yes,32.89,high,MM8,32.4,-1,0.5
1220019,yes,32.14,high,MM8,32.2,-1,-0.1
1220109,yes,32.79,high,MM8,32.5,-1,0.3
1221009,yes,33.47,high,MM8,33,-1,0.5
1230009,yes,34.68,high,MM8,34.6,-1,0.1
1300029,yes,32.4,high,MM8,32.6,-1,-0.2
1300119,yes,32.36,high,MM8,32.2,-1,0.2
1300209,no,33.22,high,MM8,33.2,-1,0
1301019,yes,32.77,high,MM8,32.7,-1,0.1
1301109,yes,33.14,high,MM8,33,-1,0.1
1302009,yes,34.27,high,MM8,34.2,-1,0.1
1310019,yes,33.19,high,MM8,33.3,-1,-0.1
1310109,yes,33.95,high,MM8,33.6,-1,0.4
1311009,yes,34.55,high,MM8,34.1,-1,0.5
1320009,yes,35.55,high,MM8,35.4,-1,0.1
1400019,no,35.01,high,MM8,35.1,-1,-0.1
1400109,yes,35.48,high,MM8,35.4,-1,0.1
1401009,yes,36.02,high,MM8,35.9,-1,0.1
1410009,yes,36.69,high,MM8,36.5,-1,0.2
1500009,yes,38.35,high,MM8,38.3,-1,0.1
2000049,yes,29.51,medium,MM8,30,-1,-0.5
2000139,no,29.16,medium,MM8,29.3,-1,-0.1
2000229,yes,29.29,medium,MM8,29.3,-1,0
2000319,yes,29.8,medium,MM8,29.9,-1,-0.1
2000409,no,31.24,medium,MM8,31.2,-1,0
2001039,yes,29.62,medium,MM8,29.8,-1,-0.2
2001129,yes,29.28,medium,MM8,29.1,-1,0.2
2001219,yes,29.64,medium,MM8,29.4,-1,0.2
2001309,yes,30.93,medium,MM8,30.7,-1,0.2
2002029,yes,30.15,high,MM8,30.3,-1,-0.2
2002119,yes,30.01,high,MM8,29.9,-1,0.1
2002209,no,31.11,high,MM8,30.9,-1,0.2
2003019,yes,31.18,high,MM8,31.4,-1,-0.2
2003109,no,31.8,high,MM8,31.7,-1,0.1
2004009,no,33.15,high,MM8,33.2,-1,-0.1
2010039,no,30.33,medium,MM8,30.4,-1,-0.1
2010129,yes,29.71,medium,MM8,29.7,-1,0
2010219,yes,29.93,medium,MM8,30,-1,-0.1
2010309,yes,31.17,medium,MM8,31.3,-1,-0.1
2011029,yes,30.38,high,MM8,30.2,-1,0.2
2011119,yes,29.99,high,MM8,29.8,-1,0.2
2011209,yes,31,high,MM8,30.8,-1,0.2
2012019,yes,31.12,high,MM8,31,-1,0.1
2012109,yes,31.5,high,MM8,31.3,-1,0.2
2013009,no,32.91,high,MM8,32.8,-1,0.1
2020029,yes,31.49,high,MM8,31.5,-1,0
2020119,yes,31.03,high,MM8,31.1,-1,-0.1
2020209,yes,31.92,high,MM8,32.1,-1,-0.2
2021019,yes,31.77,high,MM8,31.6,-1,0.2
2021109,yes,32.12,high,MM8,31.9,-1,0.2
2022009,yes,33.26,high,MM8,33.1,-1,0.2
2030019,yes,33.14,high,MM8,33.2,-1,-0.1
2030109,yes,33.32,high,MM8,33.5,-1,-0.2
2031009,yes,34.12,high,MM8,34,-1,0.1
2040009,yes,35.6,high,MM8,35.6,-1,0
2100039,no,30.7,medium,MM8,31.2,-1,-0.5
2100129,no,30.4,medium,MM8,30.5,-1,-0.1
2100219,yes,30.9,medium,MM8,30.8,-1,0.1
2100309,no,32.28,medium,MM8,32.1,-1,0.2
2101029,yes,30.83,high,MM8,31,-1,-0.2
2101119,yes,30.79,high,MM8,30.6,-1,0.2
2101209,yes,32.06,high,MM8,31.6,-1,0.5
2102019,yes,31.63,high,MM8,31.8,-1,-0.2
2102109,yes,32.43,high,MM8,32.1,-1,0.3
2103009,yes,33.67,high,MM8,33.6,-1,0.1
2110029,yes,31.53,high,MM8,31.6,-1,-0.1
2110119,yes,31.23,high,MM8,31.2,-1,0
2110209,yes,32.39,high,MM8,32.2,-1,0.2
2111019,yes,31.93,high,MM8,31.7,-1,0.2
2111109,yes,32.56,high,MM8,32,-1,0.6
2112009,yes,33.68,high,MM8,33.2,-1,0.5
2120019,yes,32.97,high,MM8,33,-1,0
2120109,yes,33.54,high,MM8,33.3,-1,0.2
2121009,yes,34.35,high,MM8,33.8,-1,0.6
2130009,yes,35.59,high,MM8,35.4,-1,0.2
2200029,no,32.62,high,MM8,33.1,-1,-0.5
2200119,yes,32.66,high,MM8,32.7,-1,0
2200209,yes,33.75,high,MM8,33.7,-1,0
2201019,yes,33.07,high,MM8,33.2,-1,-0.1
2201109,yes,33.78,high,MM8,33.5,-1,0.3
2202009,yes,34.77,high,MM8,34.7,-1,0.1
2210019,yes,33.75,high,MM8,33.8,-1,0
2210109,yes,34.47,high,MM8,34.1,-1,0.4
2211009,yes,35.21,high,MM8,34.6,-1,0.6
2220009,yes,36.25,high,MM8,35.9,-1,0.4
2300019,yes,35.32,high,MM8,35.6,-1,-0.3
2300109,yes,35.9,high,MM8,35.9,-1,0
2301009,yes,36.45,high,MM8,36.4,-1,0.1
2310009,yes,37.23,high,MM8,37,-1,0.2
2400009,yes,38.7,high,MM8,38.8,-1,-0.1
3000039,yes,32.85,medium,MM8,32.7,-1,0.2
3000129,no,32.54,medium,MM8,32.3,-1,0.2
3000219,yes,32.91,medium,MM8,32.6,-1,0.3
3000309,no,34.07,medium,MM8,33.6,-1,0.5
3001029,no,32.91,high,MM8,32.8,-1,0.1
3001119,yes,32.84,high,MM8,32.4,-1,0.4
3001209,yes,33.84,high,MM8,33.4,-1,0.4
3002019,yes,33.59,high,MM8,33.6,-1,0
3002109,yes,34.15,high,MM8,33.9,-1,0.3
3003009,yes,35.28,high,MM8,35.1,-1,0.2
3010029,yes,33.64,high,MM8,33.4,-1,0.2
3010119,yes,33.22,high,MM8,33,-1,0.2
3010209,yes,34.06,high,MM8,34,-1,0.1
3011019,yes,33.94,high,MM8,33.5,-1,0.4
3011109,yes,34.18,high,MM8,33.8,-1,0.4
3012009,yes,35.27,high,MM8,35,-1,0.3
3020019,yes,34.95,high,MM8,34.8,-1,0.2
3020109,yes,35.11,high,MM8,35.1,-1,0
3021009,yes,35.92,high,MM8,35.6,-1,0.3
3030009,yes,37.14,high,MM8,36.9,-1,0.2
3100029,yes,33.76,high,MM8,34.2,-1,-0.4
3100119,yes,33.82,high,MM8,33.8,-1,0
3100209,yes,35.12,high,MM8,34.8,-1,0.3
3101019,yes,34.22,high,MM8,34.3,-1,-0.1
3101109,yes,35.11,high,MM8,34.6,-1,0.5
3102009,yes,35.93,high,MM8,35.8,-1,0.1
3110019,yes,34.98,high,MM8,34.9,-1,0.1
3110109,yes,35.59,high,MM8,35.2,-1,0.4
3111009,yes,36.31,high,MM8,35.7,-1,0.6
3120009,yes,37.37,high,MM8,37,-1,0.4
3200019,yes,36.02,high,MM8,36.4,-1,-0.4
3200109,yes,36.81,high,MM8,36.7,-1,0.1
3201009,yes,37.35,high,MM8,37.2,-1,0.2
3210009,yes,38.15,high,MM8,37.8,-1,0.4
3300009,yes,39.42,high,MM8,39.3,-1,0.1
4000029,no,35.71,high,MM8,36,-1,-0.3
4000119,yes,35.7,high,MM8,35.6,-1,0.1
4000209,no,36.74,high,MM8,36.6,-1,0.1
4001019,yes,36.1,high,MM8,36.1,-1,0
4001109,no,36.73,high,MM8,36.4,-1,0.3
4002009,yes,37.54,high,MM8,37.6,-1,-0.1
4010019,yes,36.86,high,MM8,36.7,-1,0.2
4010109,yes,37.1,high,MM8,37,-1,0.1
4011009,yes,37.87,high,MM8,37.5,-1,0.4
4020009,yes,38.98,high,MM8,38.8,-1,0.2
4100019,yes,37.19,high,MM8,37.5,-1,-0.3
4100109,yes,38.1,high,MM8,37.8,-1,0.3
4101009,yes,38.56,high,MM8,38.3,-1,0.3
4110009,yes,39.33,high,MM8,38.9,-1,0.4
4200009,yes,40.38,high,MM8,40.4,-1,0
5000019,no,39.37,high,MM8,39.3,-1,0.1
5000109,yes,39.9,high,MM8,39.6,-1,0.3
5001009,yes,40.31,high,MM8,40.1,-1,0.2
5010009,yes,41.03,high,MM8,40.7,-1,0.3
5100009,no,41.69,high,MM8,41.5,-1,0.2
6000009,yes,43.38,high,MM8,43.3,-1,0.1
0000078,no,29,rollish,NNM,29,-1,0
0000168,no,29,rollish,NNM,29,-1,0
0000258,no,29.01,rollish,NNM,29,-1,0
0000348,no,29.01,rollish,NNM,29,-1,0
0000438,no,29.06,rollish,NNM,29,-1,0.1
0000528,no,29.27,rollish,NNM,29,-1,0.3
0000618,no,29.61,rollish,NNM,29,-1,0.6
0000708,no,30.01,rollish,SSS,30,-1,0
0001068,no,29.01,rollish,CYM,29,-1,0
0001158,no,29.01,rollish,NNM,29,-1,0
0001248,no,29.01,rollish,NNM,29,-1,0
0001338,no,29.07,rollish,NNM,29,-1,0.1
0001428,no,29.29,rollish,NNM,29,-1,0.3
0001518,no,29.61,rollish,NNM,29,-1,0.6
0001608,no,30.02,rollish,SSS,30,-1,0
0002058,no,29.24,rollish,CYM,29.2,-1,0
0002148,no,29.24,rollish,NNM,29,-1,0.2
0002238,no,29.29,rollish,NNM,29,-1,0.3
0002328,no,29.32,rollish,NNM,29,-1,0.3
0002418,no,29.63,rollish,NNM,29.3,-1,0.3
0002508,no,30.06,rollish,SSS,30,-1,0.1
0003048,no,29.58,rollish,SSS,30.5,-1,-0.9
0003138,no,29.53,rollish,NNM,29,-1,0.5
0003228,no,29.64,rollish,NNM,29.3,-1,0.4
0003318,no,29.79,rollish,NNM,29.6,-1,0.2
0003408,no,30.21,rollish,SSS,30,-1,0.2
0004038,no,30.57,rollish,SSS,31,-1,-0.4
0004128,no,30.01,rollish,NNM,29.6,-1,0.4
0004218,no,30.23,rollish,NNM,29.9,-1,0.4
0004308,no,30.58,rollish,SSS,31,-1,-0.4
0005028,no,31.35,high,SSS,31.5,-1,-0.1
0005118,no,30.9,high,NNM,30.3,-1,0.6
0005208,no,31.47,high,SSS,32,-1,-0.5
0006018,no,32.41,high,SSS,32.5,-1,-0.1
0006108,no,32.72,high,SSS,33,-1,-0.3
0007008,no,34.17,high,SSS,34.5,-1,-0.3
0010068,no,29.01,rollish,CYM,29,-1,0
0010158,no,29.01,rollish,CYM,29,-1,0
0010248,no,29.02,rollish,CYM,29,-1,0
0010338,no,29.12,rollish,CYM,29,-1,0.1
0010428,no,29.33,rollish,SSS,29.7,-1,-0.4
0010518,no,29.69,rollish,SSS,29.8,-1,-0.1
0010608,no,30.32,rollish,SSS,30.5,-1,-0.2
0011058,no,29.23,rollish,CYM,29.2,-1,0
0011148,no,29.25,rollish,NNM,29,-1,0.3
0011238,no,29.13,rollish,NNM,29,-1,0.1
0011328,no,29.32,rollish,NNM,29.3,-1,0
0011418,no,29.65,rollish,NNM,29.6,-1,0.1
0011508,no,30.16,rollish,SSS,30.5,-1,-0.3
0012048,no,29.47,rollish,None,-1,-1,30.5
0012138,no,29.54,rollish,NNM,29.3,-1,0.3
0012228,no,29.52,rollish,NNM,29.6,-1,-0.1
0012318,no,29.76,rollish,NNM,29.9,-1,-0.1
0012408,no,30.26,rollish,SSS,30.5,-1,-0.2
0013038,no,30.13,rollish,SSS,30.5,-1,-0.4
0013128,no,29.99,rollish,NNM,29.9,-1,0.1
0013218,no,30.13,rollish,NNM,30.3,-1,-0.2
0013308,no,30.62,rollish,None,-1,-1,31.6
0014028,no,30.98,high,SSS,31,-1,0
0014118,no,30.84,high,NNM,30.9,-1,0
0014208,no,31.43,high,SSS,32,-1,-0.6
0015018,no,32.18,high,SSS,32.5,-1,-0.3
0015108,no,32.69,high,SSS,33,-1,-0.3
0016008,no,34.08,high,SSS,34.5,-1,-0.4
0020058,no,29.99,rollish,CYM,29.8,-1,0.2
